#x, y
0.000000000000000000e+00,0.000000000000000000e+00
1.010101010101010083e-01,1.020304050607080855e-02
2.020202020202020166e-01,4.081216202428323420e-02
3.030303030303030387e-01,9.182736455463728908e-02
4.040404040404040331e-01,1.632486480971329368e-01
5.050505050505050830e-01,2.550760126517702675e-01
6.060606060606060774e-01,3.673094582185491563e-01
7.070707070707070718e-01,4.999489847974696310e-01
8.080808080808080662e-01,6.529945923885317471e-01
9.090909090909090606e-01,8.264462809917354491e-01
1.010101010101010166e+00,1.020304050607081070e+00
1.111111111111111160e+00,1.234567901234568055e+00
1.212121212121212155e+00,1.469237832874196625e+00
1.313131313131313149e+00,1.724313845525966782e+00
1.414141414141414144e+00,1.999795939189878524e+00
1.515151515151515138e+00,2.295684113865931852e+00
1.616161616161616132e+00,2.611978369554126989e+00
1.717171717171717127e+00,2.948678706254463489e+00
1.818181818181818121e+00,3.305785123966941796e+00
1.919191919191919116e+00,3.683297622691561912e+00
2.020202020202020332e+00,4.081216202428324280e+00
2.121212121212121104e+00,4.499540863177226235e+00
2.222222222222222321e+00,4.938271604938272219e+00
2.323232323232323093e+00,5.397408427711457790e+00
2.424242424242424310e+00,5.876951331496786501e+00
2.525252525252525082e+00,6.376900316294254800e+00
2.626262626262626299e+00,6.897255382103867127e+00
2.727272727272727071e+00,7.438016528925619042e+00
2.828282828282828287e+00,7.999183756759514097e+00
2.929292929292929060e+00,8.580757065605549627e+00
3.030303030303030276e+00,9.182736455463727410e+00
3.131313131313131048e+00,9.805121926334045668e+00
3.232323232323232265e+00,1.044791347821650795e+01
3.333333333333333481e+00,1.111111111111111249e+01
3.434343434343434254e+00,1.179471482501785395e+01
3.535353535353535470e+00,1.249872461993674122e+01
3.636363636363636243e+00,1.322314049586776719e+01
3.737373737373737459e+00,1.396796245281093896e+01
3.838383838383838231e+00,1.473319049076624765e+01
3.939393939393939448e+00,1.551882460973370037e+01
4.040404040404040664e+00,1.632486480971329712e+01
4.141414141414140992e+00,1.715131109070502546e+01
4.242424242424242209e+00,1.799816345270890494e+01
4.343434343434343425e+00,1.886542189572492489e+01
4.444444444444444642e+00,1.975308641975308888e+01
4.545454545454544970e+00,2.066115702479338267e+01
4.646464646464646187e+00,2.158963371084583116e+01
4.747474747474747403e+00,2.253851647791041657e+01
4.848484848484848619e+00,2.350780532598714601e+01
4.949494949494949836e+00,2.449750025507601592e+01
5.050505050505050164e+00,2.550760126517701920e+01
5.151515151515151381e+00,2.653810835629017362e+01
5.252525252525252597e+00,2.758902152841546851e+01
5.353535353535353813e+00,2.866034078155290743e+01
5.454545454545454142e+00,2.975206611570247617e+01
5.555555555555555358e+00,3.086419753086419604e+01
5.656565656565656575e+00,3.199673502703805639e+01
5.757575757575757791e+00,3.314967860422406432e+01
5.858585858585858119e+00,3.432302826242219851e+01
5.959595959595959336e+00,3.551678400163248028e+01
6.060606060606060552e+00,3.673094582185490964e+01
6.161616161616161769e+00,3.796551372308947947e+01
6.262626262626262097e+00,3.922048770533618267e+01
6.363636363636363313e+00,4.049586776859504056e+01
6.464646464646464530e+00,4.179165391286603182e+01
6.565656565656565746e+00,4.310784613814917066e+01
6.666666666666666963e+00,4.444444444444444997e+01
6.767676767676767291e+00,4.580144883175185555e+01
6.868686868686868507e+00,4.717885930007141582e+01
6.969696969696969724e+00,4.857667584940312366e+01
7.070707070707070940e+00,4.999489847974696488e+01
7.171717171717171269e+00,5.143352719110293947e+01
7.272727272727272485e+00,5.289256198347106874e+01
7.373737373737373701e+00,5.437200285685133849e+01
7.474747474747474918e+00,5.587184981124375582e+01
7.575757575757575246e+00,5.739210284664829231e+01
7.676767676767676463e+00,5.893276196306499060e+01
7.777777777777777679e+00,6.049382716049382225e+01
7.878787878787878896e+00,6.207529843893480148e+01
7.979797979797979224e+00,6.367717579838790698e+01
8.080808080808081328e+00,6.529945923885318848e+01
8.181818181818181657e+00,6.694214876033058204e+01
8.282828282828281985e+00,6.860524436282010186e+01
8.383838383838384090e+00,7.028874604632180478e+01
8.484848484848484418e+00,7.199265381083561977e+01
8.585858585858586522e+00,7.371696765636160364e+01
8.686868686868686851e+00,7.546168758289969958e+01
8.787878787878787179e+00,7.722681359044993599e+01
8.888888888888889284e+00,7.901234567901235550e+01
8.989898989898989612e+00,8.081828384858687286e+01
9.090909090909089940e+00,8.264462809917353070e+01
9.191919191919192045e+00,8.449137843077237164e+01
9.292929292929292373e+00,8.635853484338332464e+01
9.393939393939394478e+00,8.824609733700643233e+01
9.494949494949494806e+00,9.015406591164166628e+01
9.595959595959595134e+00,9.208244056728904070e+01
9.696969696969697239e+00,9.403122130394858402e+01
9.797979797979797567e+00,9.600040812162023940e+01
9.898989898989899672e+00,9.799000102030406367e+01
1.000000000000000000e+01,1.000000000000000000e+02
